"OrganizationIdentifier.x","ActivityIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","CharacteristicName","ResultMeasureValue.x","ResultMeasure.MeasureUnitCode.x","MeasureQualifierCode.x","ResultDetectionConditionText","ResultValueTypeName","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","ResultMeasureValue.y","ResultMeasure.MeasureUnitCode.y","MeasureQualifierCode.y","ResultSampleFractionText","strd","detect","quant","qual","set_det_limit","set_half_det_limit","set_0","half_crit","set_det_limit_excur","set_half_det_limit_excur","set_0_excur","half_crit_excur"
"OREGONDEQ","OREGONDEQ-36778-ORDEQ:201509231229:SR",2015-09-23,"12:29:00","OREGONDEQ-36778-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",95,"mg/l",NA,"Dissolved",2.98048274691794,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-11140-ORDEQ:201506240819:SR",2015-06-24,"08:19:00","OREGONDEQ-11140-ORDEQ","Lead","0.04","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",30,"mg/l",NA,"Dissolved",0.687099796481718,"","","=","0.04","0.04","0.04","0.04",0,0,0,0
"OREGONDEQ","OREGONDEQ-12266-ORDEQ:201501071157:SR",2015-01-07,"11:57:00","OREGONDEQ-12266-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",47,"mg/l",NA,"Dissolved",1.2168163478348,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-12559-ORDEQ:201506251023:SR",2015-06-25,"10:23:00","OREGONDEQ-12559-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",24,"mg/l",NA,"Dissolved",0.517193875414567,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10997-ORDEQ:201407150730:SR",2014-07-15,"07:30:00","OREGONDEQ-10997-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",60,"mg/l",NA,"Dissolved",1.66046988855691,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-11386-ORDEQ:201412111209:SR",2014-12-11,"12:09:00","OREGONDEQ-11386-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",98,"mg/l",NA,"Dissolved",3.10081072144796,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10391-ORDEQ:201411111356:SR",2014-11-11,"13:56:00","OREGONDEQ-10391-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",13,"mg/l",NA,"Dissolved",0.236970535596937,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-12267-ORDEQ:201409241133:SR",2014-09-24,"11:33:00","OREGONDEQ-12267-ORDEQ","Lead","0.09","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",77,"mg/l",NA,"Dissolved",2.28111487112695,"","","=","0.09","0.09","0.09","0.09",0,0,0,0
"OREGONDEQ","OREGONDEQ-10459-ORDEQ:201410020853:SR",2014-10-02,"08:53:00","OREGONDEQ-10459-ORDEQ","Lead","0.05","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",60,"mg/l",NA,"Dissolved",1.66046988855691,"","","=","0.05","0.05","0.05","0.05",0,0,0,0
"OREGONDEQ","OREGONDEQ-10344-ORDEQ:201506230743:SR",2015-06-23,"07:43:00","OREGONDEQ-10344-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",30,"mg/l",NA,"Dissolved",0.687099796481718,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-37399-ORDEQ:201511191227:SR",2015-11-19,"12:27:00","OREGONDEQ-37399-ORDEQ","Lead","<0.04","ug/l","","","Actual","","Minimum Reporting Level",0.4,"ug/l",31,"mg/l",NA,"Dissolved",0.716387334235309,"","","<","0.4","0.2","0","0.2",0,0,0,0
"OREGONDEQ","OREGONDEQ-10720-ORDEQ:201504210957:SR",2015-04-21,"09:57:00","OREGONDEQ-10720-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",31,"mg/l",NA,"Dissolved",0.716387334235309,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10456-ORDEQ:201510221155:SR",2015-10-22,"11:55:00","OREGONDEQ-10456-ORDEQ","Lead","0.06","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",67,"mg/l",NA,"Dissolved",1.91089879464194,"","","=","0.06","0.06","0.06","0.06",0,0,0,0
"OREGONDEQ","OREGONDEQ-13424-ORDEQ:201511101101:SR",2015-11-10,"11:01:00","OREGONDEQ-13424-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",23,"mg/l",NA,"Dissolved",0.489918678878916,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10506-ORDEQ:201501260831:SR",2015-01-26,"08:31:00","OREGONDEQ-10506-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",62,"mg/l",NA,"Dissolved",1.73124719747016,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10386-ORDEQ:201510131301:SR",2015-10-13,"13:01:00","OREGONDEQ-10386-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",28,"mg/l",NA,"Dissolved",0.629327393963731,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11476-ORDEQ:201503161431:SR",2015-03-16,"14:31:00","OREGONDEQ-11476-ORDEQ","Lead","0.04","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",12,"mg/l",NA,"Dissolved",0.214014002294122,"","","=","0.04","0.04","0.04","0.04",0,0,0,0
"OREGONDEQ","OREGONDEQ-10332-ORDEQ:201504301130:SR",2015-04-30,"11:30:00","OREGONDEQ-10332-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",31,"mg/l",NA,"Dissolved",0.716387334235309,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-33929-ORDEQ:201505181553:SR",2015-05-18,"15:53:00","OREGONDEQ-33929-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",105,"mg/l",NA,"Dissolved",3.38546587367847,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-36788-ORDEQ:201506240859:SR",2015-06-24,"08:59:00","OREGONDEQ-36788-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",120,"mg/l",NA,"Dissolved",4.01275078951006,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-34019-ORDEQ:201407091445:SR",2014-07-09,"14:45:00","OREGONDEQ-34019-ORDEQ","Lead","0.04","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",27,"mg/l",NA,"Dissolved",0.600856182807355,"","","=","0.04","0.04","0.04","0.04",0,0,0,0
"OREGONDEQ","OREGONDEQ-11140-ORDEQ:201410210819:SR",2014-10-21,"08:19:00","OREGONDEQ-11140-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",22,"mg/l",NA,"Dissolved",0.462965400386606,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-33930-ORDEQ:201409241401:SR",2014-09-24,"14:01:00","OREGONDEQ-33930-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",42,"mg/l",NA,"Dissolved",1.05448597855228,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10768-ORDEQ:201409170719:SR",2014-09-17,"07:19:00","OREGONDEQ-10768-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",56,"mg/l",NA,"Dissolved",1.52085503892094,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-12264-ORDEQ:201409231301:SR",2014-09-23,"13:01:00","OREGONDEQ-12264-ORDEQ","Lead","0.19","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",92,"mg/l",NA,"Dissolved",2.86118781512316,"","","=","0.19","0.19","0.19","0.19",0,0,0,0
"OREGONDEQ","OREGONDEQ-12005-ORDEQ:201412081137:SR",2014-12-08,"11:37:00","OREGONDEQ-12005-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",53,"mg/l",NA,"Dissolved",1.41790666725155,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10404-ORDEQ:201412081043:SR",2014-12-08,"10:43:00","OREGONDEQ-10404-ORDEQ","Lead","0.04","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",29,"mg/l",NA,"Dissolved",0.658077608589536,"","","=","0.04","0.04","0.04","0.04",0,0,0,0
"OREGONDEQ","OREGONDEQ-13433-ORDEQ:201407081250:SR",2014-07-08,"12:50:00","OREGONDEQ-13433-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",36,"mg/l",NA,"Dissolved",0.866597728064584,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-34019-ORDEQ:201503181213:SR",2015-03-18,"12:13:00","OREGONDEQ-34019-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",15,"mg/l",NA,"Dissolved",0.284320801948126,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-10537-ORDEQ:201507150709:SR",2015-07-15,"07:09:00","OREGONDEQ-10537-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",23,"mg/l",NA,"Dissolved",0.489918678878916,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10404-ORDEQ:201511301053:SR",2015-11-30,"10:53:00","OREGONDEQ-10404-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",53,"mg/l",NA,"Dissolved",1.41790666725155,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-10728-ORDEQ:201504220951:SR",2015-04-22,"09:51:00","OREGONDEQ-10728-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",263,"mg/l",NA,"Dissolved",10.8955242208046,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11489-ORDEQ:201504200933:SR",2015-04-20,"09:33:00","OREGONDEQ-11489-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",86,"mg/l",NA,"Dissolved",2.62579605240897,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-12187-ORDEQ:201411130917:SR",2014-11-13,"09:17:00","OREGONDEQ-12187-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",9,"mg/l",NA,"Dissolved",0.148386768533262,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-13411-ORDEQ:201411121223:SR",2014-11-12,"12:23:00","OREGONDEQ-13411-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",17,"mg/l",NA,"Dissolved",0.333430972847978,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11483-ORDEQ:201411190817:SR",2014-11-19,"08:17:00","OREGONDEQ-11483-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",30,"mg/l",NA,"Dissolved",0.687099796481718,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-11051-ORDEQ:201409171530:SR",2014-09-17,"15:30:00","OREGONDEQ-11051-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",142,"mg/l",NA,"Dissolved",4.97172988194845,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11480-ORDEQ:201412101143:SR",2014-12-10,"11:43:00","OREGONDEQ-11480-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",290,"mg/l",NA,"Dissolved",12.3389190198752,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10523-ORDEQ:201411120823:SR",2014-11-12,"08:23:00","OREGONDEQ-10523-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",24,"mg/l",NA,"Dissolved",0.517193875414567,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10350-ORDEQ:201410201041:SR",2014-10-20,"10:41:00","OREGONDEQ-10350-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",28,"mg/l",NA,"Dissolved",0.629327393963731,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-23250-ORDEQ:201404081000:SR",2014-04-08,"10:00:00","OREGONDEQ-23250-ORDEQ","Lead","0.456","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",73,"mg/l",NA,"Total Recoverable",1.78363724943662,"","","=","0.456","0.456","0.456","0.456",0,0,0,0
"OREGONDEQ","OREGONDEQ-23250-ORDEQ:201404081000:SR",2014-04-08,"10:00:00","OREGONDEQ-23250-ORDEQ","Lead","0.456","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",75,"mg/l",NA,"Total Recoverable",1.83738781134753,"","","=","0.456","0.456","0.456","0.456",0,0,0,0
"OREGONDEQ","OREGONDEQ-23250-ORDEQ:201404081000:SR",2014-04-08,"10:00:00","OREGONDEQ-23250-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",73,"mg/l",NA,"Dissolved",2.13134847994697,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-23250-ORDEQ:201404081000:SR",2014-04-08,"10:00:00","OREGONDEQ-23250-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",75,"mg/l",NA,"Dissolved",2.20595907400674,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10611-ORDEQ:201412171118:SR",2014-12-17,"11:18:00","OREGONDEQ-10611-ORDEQ","Lead","1.94","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",26,"mg/l",NA,"Dissolved",0.572671453038902,"","","=","1.94","1.94","1.94","1.94",1,1,1,1
"OREGONDEQ","OREGONDEQ-11521-ORDEQ:201408120931:SR",2014-08-12,"09:31:00","OREGONDEQ-11521-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",59,"mg/l",NA,"Dissolved",1.62532072590084,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10506-ORDEQ:201409150853:SR",2014-09-15,"08:53:00","OREGONDEQ-10506-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",56,"mg/l",NA,"Dissolved",1.52085503892094,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10948-ORDEQ:201410021353:SR",2014-10-02,"13:53:00","OREGONDEQ-10948-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",43,"mg/l",NA,"Dissolved",1.08655022632219,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10728-ORDEQ:201408130931:SR",2014-08-13,"09:31:00","OREGONDEQ-10728-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",425,"mg/l",NA,"Dissolved",20.071672888813,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10708-ORDEQ:201504080901:SR",2015-04-08,"09:01:00","OREGONDEQ-10708-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",237,"mg/l",NA,"Dissolved",9.54331166257713,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10640-ORDEQ:201510141251:SR",2015-10-14,"12:51:00","OREGONDEQ-10640-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",67,"mg/l",NA,"Dissolved",1.91089879464194,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-10719-ORDEQ:201504210823:SR",2015-04-21,"08:23:00","OREGONDEQ-10719-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",39,"mg/l",NA,"Dissolved",0.959554634581002,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-33929-ORDEQ:201501051459:SR",2015-01-05,"14:59:00","OREGONDEQ-33929-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",100,"mg/l",NA,"Dissolved",3.18159182918921,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-13574-ORDEQ:201503050733:SR",2015-03-05,"07:33:00","OREGONDEQ-13574-ORDEQ","Lead","0.04","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",16,"mg/l",NA,"Dissolved",0.30866628898709,"","","=","0.04","0.04","0.04","0.04",0,0,0,0
"OREGONDEQ","OREGONDEQ-11180-ORDEQ:201502021207:SR",2015-02-02,"12:07:00","OREGONDEQ-11180-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",36,"mg/l",NA,"Dissolved",0.866597728064584,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10359-ORDEQ:201510131457:SR",2015-10-13,"14:57:00","OREGONDEQ-10359-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",28,"mg/l",NA,"Dissolved",0.629327393963731,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10929-ORDEQ:201506161401:SR",2015-06-16,"14:01:00","OREGONDEQ-10929-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",54,"mg/l",NA,"Dissolved",1.45205049399459,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10339-ORDEQ:201502051327:SR",2015-02-05,"13:27:00","OREGONDEQ-10339-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",30,"mg/l",NA,"Dissolved",0.687099796481718,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10456-ORDEQ:201410021123:SR",2014-10-02,"11:23:00","OREGONDEQ-10456-ORDEQ","Lead","0.05","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",62,"mg/l",NA,"Dissolved",1.73124719747016,"","","=","0.05","0.05","0.05","0.05",0,0,0,0
"OREGONDEQ","OREGONDEQ-12559-ORDEQ:201410221123:SR",2014-10-22,"11:23:00","OREGONDEQ-12559-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",24,"mg/l",NA,"Dissolved",0.517193875414567,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11482-ORDEQ:201407151035:SR",2014-07-15,"10:35:00","OREGONDEQ-11482-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",84,"mg/l",NA,"Dissolved",2.54830844697844,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-11479-ORDEQ:201412110759:SR",2014-12-11,"07:59:00","OREGONDEQ-11479-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",113,"mg/l",NA,"Dissolved",3.71717768393025,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10555-ORDEQ:201410200839:SR",2014-10-20,"08:39:00","OREGONDEQ-10555-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",25,"mg/l",NA,"Dissolved",0.544781177051544,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-31990-ORDEQ:201408140807:SR",2014-08-14,"08:07:00","OREGONDEQ-31990-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",171,"mg/l",NA,"Dissolved",6.29866500785626,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11241-ORDEQ:201407080930:SR",2014-07-08,"09:30:00","OREGONDEQ-11241-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",26,"mg/l",NA,"Dissolved",0.572671453038902,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10996-ORDEQ:201503021059:SR",2015-03-02,"10:59:00","OREGONDEQ-10996-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",40,"mg/l",NA,"Dissolved",0.990984431253831,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-10770-ORDEQ:201505121149:SR",2015-05-12,"11:49:00","OREGONDEQ-10770-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",42,"mg/l",NA,"Dissolved",1.05448597855228,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11182-ORDEQ:201510121423:SR",2015-10-12,"14:23:00","OREGONDEQ-11182-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",35,"mg/l",NA,"Dissolved",0.836070852475278,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-36787-ORDEQ:201504081027:SR",2015-04-08,"10:27:00","OREGONDEQ-36787-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",106,"mg/l",NA,"Dissolved",3.42656385260323,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10719-ORDEQ:201412090823:SR",2014-12-09,"08:23:00","OREGONDEQ-10719-ORDEQ","Lead","0.12","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",37,"mg/l",NA,"Dissolved",0.897357005013293,"","","=","0.12","0.12","0.12","0.12",0,0,0,0
"OREGONDEQ","OREGONDEQ-12553-ORDEQ:201410221213:SR",2014-10-22,"12:13:00","OREGONDEQ-12553-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",16,"mg/l",NA,"Dissolved",0.30866628898709,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-11479-ORDEQ:201408140857:SR",2014-08-14,"08:57:00","OREGONDEQ-11479-ORDEQ","Lead","<0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",194,"mg/l",NA,"Dissolved",7.39632634063192,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-11856-ORDEQ:201407081840:SR",2014-07-08,"18:40:00","OREGONDEQ-11856-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",26,"mg/l",NA,"Dissolved",0.572671453038902,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10339-ORDEQ:201410231314:SR",2014-10-23,"13:14:00","OREGONDEQ-10339-ORDEQ","Lead","0.04","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",26,"mg/l",NA,"Dissolved",0.572671453038902,"","","=","0.04","0.04","0.04","0.04",0,0,0,0
"OREGONDEQ","OREGONDEQ-11476-ORDEQ:201407071610:SR",2014-07-07,"16:10:00","OREGONDEQ-11476-ORDEQ","Lead","0.06","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",23,"mg/l",NA,"Dissolved",0.489918678878916,"","","=","0.06","0.06","0.06","0.06",0,0,0,0
"OREGONDEQ","OREGONDEQ-11180-ORDEQ:201410201113:SR",2014-10-20,"11:13:00","OREGONDEQ-11180-ORDEQ","Lead","0.03","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",35,"mg/l",NA,"Dissolved",0.836070852475278,"","","=","0.03","0.03","0.03","0.03",0,0,0,0
"OREGONDEQ","OREGONDEQ-36778-ORDEQ:201409241243:SR",2014-09-24,"12:43:00","OREGONDEQ-36778-ORDEQ","Lead","0.59","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",107,"mg/l",NA,"Total Recoverable",2.70882173971846,"","","=","0.59","0.59","0.59","0.59",0,0,0,0
"OREGONDEQ","OREGONDEQ-10442-ORDEQ:201507131327:SR",2015-07-13,"13:27:00","OREGONDEQ-10442-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",62,"mg/l",NA,"Dissolved",1.73124719747016,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10729-ORDEQ:201504221243:SR",2015-04-22,"12:43:00","OREGONDEQ-10729-ORDEQ","Lead","0.21","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",191,"mg/l",NA,"Dissolved",7.25103396023884,"","","=","0.21","0.21","0.21","0.21",0,0,0,0
"OREGONDEQ","OREGONDEQ-10339-ORDEQ:201506221431:SR",2015-06-22,"14:31:00","OREGONDEQ-10339-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",30,"mg/l",NA,"Dissolved",0.687099796481718,"","","<","0.2","0.1","0","0.1",0,0,0,0
"OREGONDEQ","OREGONDEQ-10386-ORDEQ:201506241139:SR",2015-06-24,"11:39:00","OREGONDEQ-10386-ORDEQ","Lead","0.02","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",24,"mg/l",NA,"Dissolved",0.517193875414567,"","","=","0.02","0.02","0.02","0.02",0,0,0,0
"OREGONDEQ","OREGONDEQ-10406-ORDEQ:201504201420:SR",2015-04-20,"14:20:00","OREGONDEQ-10406-ORDEQ","Lead","<0.20","ug/l","","","Actual","","Minimum Reporting Level",0.2,"ug/l",31,"mg/l",NA,"Dissolved",0.716387334235309,"","","<","0.2","0.1","0","0.1",0,0,0,0
